2,15,0.08,0.34,0.15,0.11,1,-1,-1,-1
2,14,0.54,0.55,0.23,0.19,1,-1,-1,-1
2,13,0.17,0.84,0.35,0.28,1,-1,-1,-1
2,12,0.08,0.34,0.15,0.11,1,-1,-1,-1
2,11,0.54,0.55,0.23,0.19,1,-1,-1,-1
2,10,0.17,0.84,0.35,0.28,1,-1,-1,-1
2,9,0.08,0.34,0.15,0.11,1,-1,-1,-1
2,8,0.54,0.55,0.23,0.19,1,-1,-1,-1
2,7,0.17,0.84,0.35,0.28,1,-1,-1,-1
2,6,0.08,0.34,0.15,0.11,1,-1,-1,-1
2,5,0.54,0.55,0.23,0.19,1,-1,-1,-1
2,4,0.17,0.84,0.35,0.28,1,-1,-1,-1
2,3,0.08,0.34,0.15,0.11,1,-1,-1,-1
2,2,0.54,0.55,0.23,0.19,1,-1,-1,-1
2,1,0.17,0.84,0.35,0.28,1,-1,-1,-1
3,15,0.08,0.34,0.15,0.11,1,-1,-1,-1
3,14,0.53,0.54,0.23,0.18,1,-1,-1,-1
3,13,0.18,0.84,0.35,0.29,1,-1,-1,-1
3,12,0.08,0.34,0.15,0.11,1,-1,-1,-1
3,11,0.53,0.54,0.23,0.18,1,-1,-1,-1
3,10,0.18,0.84,0.35,0.29,1,-1,-1,-1
3,9,0.08,0.34,0.15,0.11,1,-1,-1,-1
3,8,0.53,0.54,0.23,0.18,1,-1,-1,-1
3,7,0.18,0.84,0.35,0.29,1,-1,-1,-1
3,6,0.08,0.34,0.15,0.11,1,-1,-1,-1
3,5,0.53,0.54,0.23,0.18,1,-1,-1,-1
3,4,0.18,0.84,0.35,0.29,1,-1,-1,-1
3,3,0.08,0.34,0.15,0.11,1,-1,-1,-1
3,2,0.53,0.54,0.23,0.18,1,-1,-1,-1
3,1,0.18,0.84,0.35,0.29,1,-1,-1,-1
5,15,0.07,0.33,0.14,0.10,1,-1,-1,-1
5,14,0.52,0.52,0.22,0.17,1,-1,-1,-1
5,13,0.19,0.84,0.35,0.29,1,-1,-1,-1
5,12,0.07,0.33,0.14,0.10,1,-1,-1,-1
5,11,0.52,0.52,0.22,0.17,1,-1,-1,-1
5,10,0.19,0.84,0.35,0.29,1,-1,-1,-1
5,9,0.07,0.33,0.14,0.10,1,-1,-1,-1
5,8,0.52,0.52,0.22,0.17,1,-1,-1,-1
5,7,0.19,0.84,0.35,0.29,1,-1,-1,-1
5,6,0.07,0.33,0.14,0.10,1,-1,-1,-1
5,5,0.52,0.52,0.22,0.17,1,-1,-1,-1
5,4,0.19,0.84,0.35,0.29,1,-1,-1,-1
5,3,0.07,0.33,0.14,0.10,1,-1,-1,-1
5,2,0.52,0.52,0.22,0.17,1,-1,-1,-1
5,1,0.19,0.84,0.35,0.29,1,-1,-1,-1
6,15,0.07,0.33,0.14,0.10,1,-1,-1,-1
6,14,0.51,0.51,0.22,0.17,1,-1,-1,-1
6,13,0.19,0.84,0.36,0.30,1,-1,-1,-1
6,12,0.07,0.33,0.14,0.10,1,-1,-1,-1
6,11,0.51,0.51,0.22,0.17,1,-1,-1,-1
6,10,0.19,0.84,0.36,0.30,1,-1,-1,-1
6,9,0.07,0.33,0.14,0.10,1,-1,-1,-1
6,8,0.51,0.51,0.22,0.17,1,-1,-1,-1
6,7,0.19,0.84,0.36,0.30,1,-1,-1,-1
6,6,0.07,0.33,0.14,0.10,1,-1,-1,-1
6,5,0.51,0.51,0.22,0.17,1,-1,-1,-1
6,4,0.19,0.84,0.36,0.30,1,-1,-1,-1
6,3,0.07,0.33,0.14,0.10,1,-1,-1,-1
6,2,0.51,0.51,0.22,0.17,1,-1,-1,-1
6,1,0.19,0.84,0.36,0.30,1,-1,-1,-1
7,15,0.07,0.33,0.14,0.10,1,-1,-1,-1
7,14,0.51,0.51,0.22,0.17,1,-1,-1,-1
7,13,0.20,0.84,0.36,0.30,1,-1,-1,-1
7,12,0.07,0.33,0.14,0.10,1,-1,-1,-1
7,11,0.51,0.51,0.22,0.17,1,-1,-1,-1
7,10,0.20,0.84,0.36,0.30,1,-1,-1,-1
7,9,0.07,0.33,0.14,0.10,1,-1,-1,-1
7,8,0.51,0.51,0.22,0.17,1,-1,-1,-1
7,7,0.20,0.84,0.36,0.30,1,-1,-1,-1
7,6,0.07,0.33,0.14,0.10,1,-1,-1,-1
7,5,0.51,0.51,0.22,0.17,1,-1,-1,-1
7,4,0.20,0.84,0.36,0.30,1,-1,-1,-1
7,3,0.07,0.33,0.14,0.10,1,-1,-1,-1
7,2,0.51,0.51,0.22,0.17,1,-1,-1,-1
7,1,0.20,0.84,0.36,0.30,1,-1,-1,-1
8,20,0.02,0.54,0.04,0.18,1,-1,-1,-1
8,19,0.02,0.54,0.04,0.18,1,-1,-1,-1
8,18,0.02,0.54,0.04,0.18,1,-1,-1,-1
8,17,0.02,0.54,0.04,0.18,1,-1,-1,-1
8,16,0.02,0.54,0.04,0.18,1,-1,-1,-1
8,15,0.07,0.33,0.14,0.10,1,-1,-1,-1
8,14,0.50,0.50,0.22,0.17,1,-1,-1,-1
8,13,0.20,0.84,0.36,0.30,1,-1,-1,-1
8,12,0.07,0.33,0.14,0.10,1,-1,-1,-1
8,11,0.50,0.50,0.22,0.17,1,-1,-1,-1
8,10,0.20,0.84,0.36,0.30,1,-1,-1,-1
8,9,0.07,0.33,0.14,0.10,1,-1,-1,-1
8,8,0.50,0.50,0.22,0.17,1,-1,-1,-1
8,7,0.20,0.84,0.36,0.30,1,-1,-1,-1
8,6,0.07,0.33,0.14,0.10,1,-1,-1,-1
8,5,0.50,0.50,0.22,0.17,1,-1,-1,-1
8,4,0.20,0.84,0.36,0.30,1,-1,-1,-1
8,3,0.07,0.33,0.14,0.10,1,-1,-1,-1
8,2,0.50,0.50,0.22,0.17,1,-1,-1,-1
8,1,0.20,0.84,0.36,0.30,1,-1,-1,-1
9,20,0.03,0.54,0.05,0.20,1,-1,-1,-1
9,19,0.03,0.54,0.05,0.20,1,-1,-1,-1
9,18,0.03,0.54,0.05,0.20,1,-1,-1,-1
9,17,0.03,0.54,0.05,0.20,1,-1,-1,-1
9,16,0.03,0.54,0.05,0.20,1,-1,-1,-1
9,15,0.07,0.33,0.13,0.10,1,-1,-1,-1
9,14,0.50,0.50,0.22,0.16,1,-1,-1,-1
9,13,0.20,0.84,0.36,0.30,1,-1,-1,-1
9,12,0.07,0.33,0.13,0.10,1,-1,-1,-1
9,11,0.50,0.50,0.22,0.16,1,-1,-1,-1
9,10,0.20,0.84,0.36,0.30,1,-1,-1,-1
9,9,0.07,0.33,0.13,0.10,1,-1,-1,-1
9,8,0.50,0.50,0.22,0.16,1,-1,-1,-1
9,7,0.20,0.84,0.36,0.30,1,-1,-1,-1
9,6,0.07,0.33,0.13,0.10,1,-1,-1,-1
9,5,0.50,0.50,0.22,0.16,1,-1,-1,-1
9,4,0.20,0.84,0.36,0.30,1,-1,-1,-1
9,3,0.07,0.33,0.13,0.10,1,-1,-1,-1
9,2,0.50,0.50,0.22,0.16,1,-1,-1,-1
9,1,0.20,0.84,0.36,0.30,1,-1,-1,-1
10,20,0.03,0.54,0.05,0.21,1,-1,-1,-1
10,19,0.03,0.54,0.05,0.21,1,-1,-1,-1
10,18,0.03,0.54,0.05,0.21,1,-1,-1,-1
10,17,0.03,0.54,0.05,0.21,1,-1,-1,-1
10,16,0.03,0.54,0.05,0.21,1,-1,-1,-1
10,15,0.06,0.33,0.13,0.09,1,-1,-1,-1
10,14,0.49,0.50,0.22,0.16,1,-1,-1,-1
10,13,0.21,0.84,0.36,0.30,1,-1,-1,-1
10,12,0.06,0.33,0.13,0.09,1,-1,-1,-1
10,11,0.49,0.50,0.22,0.16,1,-1,-1,-1
10,10,0.21,0.84,0.36,0.30,1,-1,-1,-1
10,9,0.06,0.33,0.13,0.09,1,-1,-1,-1
10,8,0.49,0.50,0.22,0.16,1,-1,-1,-1
10,7,0.21,0.84,0.36,0.30,1,-1,-1,-1
10,6,0.06,0.33,0.13,0.09,1,-1,-1,-1
10,5,0.49,0.50,0.22,0.16,1,-1,-1,-1
10,4,0.21,0.84,0.36,0.30,1,-1,-1,-1
10,3,0.06,0.33,0.13,0.09,1,-1,-1,-1
10,2,0.49,0.50,0.22,0.16,1,-1,-1,-1
10,1,0.21,0.84,0.36,0.30,1,-1,-1,-1
11,25,0.97,0.57,0.06,0.16,1,-1,-1,-1
11,24,0.97,0.57,0.06,0.16,1,-1,-1,-1
11,23,0.97,0.57,0.06,0.16,1,-1,-1,-1
11,22,0.97,0.57,0.06,0.16,1,-1,-1,-1
11,21,0.97,0.57,0.06,0.16,1,-1,-1,-1
11,20,0.03,0.53,0.06,0.21,1,-1,-1,-1
11,19,0.03,0.53,0.06,0.21,1,-1,-1,-1
11,18,0.03,0.53,0.06,0.21,1,-1,-1,-1
11,17,0.03,0.53,0.06,0.21,1,-1,-1,-1
11,16,0.03,0.53,0.06,0.21,1,-1,-1,-1
11,15,0.06,0.34,0.13,0.09,1,-1,-1,-1
11,14,0.48,0.49,0.21,0.15,1,-1,-1,-1
11,13,0.21,0.84,0.36,0.30,1,-1,-1,-1
11,12,0.06,0.34,0.13,0.09,1,-1,-1,-1
11,11,0.48,0.49,0.21,0.15,1,-1,-1,-1
11,10,0.21,0.84,0.36,0.30,1,-1,-1,-1
11,9,0.06,0.34,0.13,0.09,1,-1,-1,-1
11,8,0.48,0.49,0.21,0.15,1,-1,-1,-1
11,7,0.21,0.84,0.36,0.30,1,-1,-1,-1
11,6,0.06,0.34,0.13,0.09,1,-1,-1,-1
11,5,0.48,0.49,0.21,0.15,1,-1,-1,-1
11,4,0.21,0.84,0.36,0.30,1,-1,-1,-1
11,3,0.06,0.34,0.13,0.09,1,-1,-1,-1
